RESPNUM;CCGID;RUNID;INTDATE;DAY;GATE;BAREA;STRATA;PEAK;METH;SAQ;AIRLINE;DESTINATION;FLIGHT;AIRLINE_CODE;DEST_CODE;DESTGEO;DESTMARK;ARRTIME;DEPTIME;HOWLONG;Q2PURP1;Q2PURP2;Q2PURP3;Q3GETTO1;Q3GETTO2;Q3GETTO3;Q3PARK;Q4BAGS;Q4STORE;Q4FOOD;Q4WIFI;Q5TIMESFLOWN;Q5FIRSTTIME;Q6LONGUSE;Q7ART;Q7FOOD;Q7STORE;Q7SIGN;Q7WALKWAY;Q7SCREENS;Q7INFODOWN;Q7INFOUP;Q7WIFI;Q7ROADS;Q7PARK;Q7AIRTRAIN;Q7LTPARKING;Q7RENTAL;Q7ALL;Q8-1;Q8-2;Q8-3;Q8-4;Q8-5;Q8-6;Q9Boarding;Q9AirTrain;Q9Rental;Q9Food;Q9Restroom;Q9All;Q9-1;Q9-2;Q9-3;Q10Safe;Q10-1;Q10-2;Q10-3;Q11TSAPRE;Q12PRECHECKRATE;Q12-1;Q12-2;Q12-3;Q13COUNTY;Q13GETRATE;Q14FIND ;Q14PASSTHRU;Q15PROBLEM;Q15A;Q15-1;Q15-2;Q15-3;NETPRO  ;Q17LIVE;Q18CITY;Q18COUNTY;Q18STATE;Q18ZIP;Q18COUNTRY;HOME;Q19Clear;Q20Age;Q21Gender;Q22Income;Q23FLY;Q24SJC;Q24OAK;LANG;WEIGHT
2375;258;904;2;4;72;F;2;2;1;2;UNITED;AUSTIN;1889;30;4;3;2;3:15 PM;16:45:00;90;1;;;3;;;;0;0;0;1;4;1;4;6;3;3;3;3;3;3;3;4;3;3;3;3;3;3;42;;;;;;3;3;3;3;3;3;0;;;3;0;;;4;;;;;11;3;5;6;2;;;;;5;3;AUSTIN;WILLIAMSON COUNTY;TX;78717;US;11;2;4;1;3;1;2;2;1;1,4869248
3023;2334;601;22;3;72;F;2;2;1;2;UNITED;PORTLAND;612;30;50;1;2;2:00 PM;17:00:00;180;1;;;5;;;;0;1;1;1;3;1;4;3;3;3;4;3;3;6;6;3;6;6;6;6;6;3;0;;;;;;3;6;6;6;2;3;0;;;3;0;;;0;;;;;7;4;5;3;2;;;;;5;3;;;;;;99;2;5;1;4;3;2;2;1;1,4869248
3032;2339;601;22;3;72;F;2;2;1;2;UNITED;PORTLAND;612;30;50;1;2;3:25 PM;17:00:00;95;1;;;1;;;4;2;2;2;2;4;1;4;4;2;2;3;3;3;6;6;1;3;2;6;6;6;3;0;;;;;;3;3;3;3;3;3;0;;;4;0;;;1;5;1;;;28;4;5;4;2;;;;;5;2;LOS GATOS;SANTA CRUZ COUNTY;CA;95033;US;10;2;5;1;4;2;1;2;1;1,4869248
1183;1431;523;15;3;28;B;3;2;1;2;SOUTHWEST;LAS VEGAS;5606;28;31;1;4;6:30 PM;19:55:00;85;1;;;5;;;;2;2;2;1;4;1;3;3;2;2;4;3;3;4;4;1;6;6;6;6;6;3;11;105;;;;;4;6;6;2;3;3;0;;;5;1;;;2;;;;;5;4;4;4;2;;;;;5;3;SAN DIEGO;SAN DIEGO COUNTY;CA;92130;US;10;2;4;1;4;1;1;1;1;0,9942748
2354;246;904;2;4;72;F;2;2;1;2;UNITED;AUSTIN;1889;30;4;3;2;N;16:45:00;N;1;;;5;;;;2;2;1;2;4;1;3;3;2;3;3;3;3;3;3;3;6;6;4;6;4;3;0;;;;;;0;0;0;0;0;0;0;;;5;4;;;2;;;;;5;4;5;5;2;;;;;5;3;JAMAICA;QUEENS COUNTY;NY;11405;US;12;2;3;1;0;1;2;2;1;1,4869248
2751;775;535;16;4;4;A;3;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;85;5;47;6;4;5:00 PM;20:30:00;210;1;;;6;;;;2;2;2;1;1;2;0;6;6;2;3;3;4;0;0;5;6;6;6;6;6;3;0;;;;;;4;6;6;6;4;4;0;;;4;0;;;2;;;;;5;4;3;4;2;;;;;5;3;;;;;FRANCE;15;2;3;1;0;1;2;2;1;0,2863575
3232;2271;608;23;4;57;D;3;2;1;2;AMERICAN;PHOENIX;1703;8;49;1;4;3:00 PM;17:05:00;125;1;;;9;;;;2;2;1;2;1;2;1;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;59;;;;;;4;4;4;4;4;4;0;;;3;0;;;2;;;;;0;4;3;3;2;;;;;5;3;PHOENIX;MARICOPA COUNTY;AZ;85048;US;10;2;5;2;4;1;1;1;1;1,0611394
1287;103;52;3;5;2;A;2;2;1;2;JETBLUE;NEW YORK-JFK;616;22;42;2;4;12:00 PM;15:36:00;216;1;;;4;;;;2;1;1;1;6;1;4;2;1;2;1;3;3;2;2;2;1;1;2;6;1;BLANK;155;;;;;;3;3;3;3;3;3;0;;;3;15;;;1;5;1;;;5;5;1;3;2;;;;;5;3;FLUSHING;QUEENS COUNTY;NY;11358;US;12;1;0;1;4;1;2;2;1;0,6704842
852;1547;514;15;3;54;D;3;2;1;2;ALASKA;PORTLAND;2864;7;50;1;2;4:00 PM;18:34:00;154;1;;;5;;;;2;2;1;2;5;1;2;5;3;3;4;4;4;6;6;1;4;6;4;6;6;4;11;102;35;;;;4;4;6;4;4;4;0;;;4;0;;;1;5;1;;;5;5;5;5;2;;;;;5;3;PORTLAND;MULTNOMAH COUNTY;OR;97211;US;10;2;4;2;4;3;2;1;1;1,1063322
3180;2054;167;17;5;57;D;1;2;1;2;AMERICAN;DALLAS-FT. WORTH;1454;8;13;3;4;4:30 AM;06:00:00;90;1;;;5;;;;1;1;2;2;1;1;3;3;3;4;5;5;5;5;5;5;5;5;1;6;6;4;0;;;;;;5;5;5;5;5;5;0;;;4;6;;;1;5;0;;;5;5;5;5;2;;;;;5;3;HOUSTON;HARRIS COUNTY;TX;77027;US;11;2;4;1;3;2;2;0;1;1,0611394
2501;975;907;11;6;2;A;3;2;1;2;ALASKA;SALT LAKE CITY;744;7;55;1;2;5:30 PM;19:30:00;120;1;;;5;;;;2;2;1;1;4;1;2;4;4;4;2;4;4;4;4;0;4;4;4;4;4;4;0;;;;;;4;4;4;4;4;4;0;;;3;0;;;1;5;0;;;5;5;3;3;2;;;;;5;3;;;;;;99;2;3;1;4;1;1;1;1;1,1063322
3277;2699;88;9;4;24;B;1;1;1;2;SOUTHWEST;DENVER;2085;28;14;1;4;8:30 AM;10:05:00;95;1;;;9;;;;2;2;1;2;2;1;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;0;;;;;;5;3;4;4;4;4;0;;;5;0;;;1;4;0;;;5;5;5;5;2;;;;;5;3;CASTLE ROCK;DOUGLAS COUNTY;CO;80108;US;10;0;3;2;2;1;2;1;1;0,9942748
556;2404;644;31;5;54;D;1;2;1;2;ALASKA;SEATTLE;313;7;62;1;4;5:45 AM;07:15:00;90;1;;;2;;;;1;2;2;1;5;1;4;4;4;4;4;4;4;6;6;5;4;3;3;4;6;4;58;;;;;;3;4;6;4;4;4;0;;;3;7;20;;2;;;;;5;5;5;3;2;;;;;5;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94122;US;5;2;4;1;3;2;2;1;1;1,1063322
810;1610;130;13;1;54;D;1;1;1;2;ALASKA;BALTIMORE;1126;7;6;2;2;6:15 AM;09:05:00;170;1;;;1;;;4;1;0;1;0;1;1;4;3;3;6;5;6;3;6;6;6;3;6;6;6;6;3;0;;;;;;5;6;6;5;5;5;0;;;4;0;;;2;;;;;2;5;5;5;2;;;;;5;1;CONCORD;CONTRA COSTA COUNTY;CA;94520;US;2;2;4;2;2;2;2;1;1;1,1063322
481;2421;547;20;1;54;D;3;2;1;2;ALASKA;PORTLAND;1811;7;50;1;2;4:45 PM;19:58:00;193;1;;;2;;;;1;1;1;2;1;1;3;6;4;4;4;6;4;6;6;6;6;6;6;6;6;4;0;;;;;;3;6;6;3;3;3;0;;;5;0;;;1;3;0;;;11;6;5;4;2;;;;;5;3;PORTLAND;MULTNOMAH COUNTY;OR;97272;US;10;2;6;2;0;2;2;2;1;1,1063322
350;2589;62;4;6;53;D;1;1;1;2;ALASKA;NEWARK;1176;7;43;2;4;8:00 AM;09:35:00;95;2;3;;2;;;;2;1;2;2;4;1;3;2;3;3;2;3;3;3;3;3;3;2;2;2;2;3;0;;;;;;3;3;3;3;2;3;0;;;3;0;;;1;4;0;;;6;0;3;3;2;;;;;5;1;SAN MATEO;SAN MATEO COUNTY;CA;94403;US;6;2;3;1;2;3;1;1;1;1,1063322
1789;2773;66;5;7;88;F;1;1;1;2;UNITED;RALEIGH-DURHAM;1445;30;53;2;2;8:15 AM;09:30:00;75;2;3;;3;;;;0;0;1;0;1;1;4;3;3;3;4;4;4;6;6;4;0;0;0;0;0;3;0;;;;;;4;0;0;0;3;4;0;;;5;0;;;0;;;;;11;5;5;6;2;;;;;5;3;SANTA BARBARA;SANTA BARBARA COUNTY;CA;93105;US;10;2;6;1;3;2;2;2;1;1,4869248
1256;161;47;3;5;94;G;2;3;1;2;UNITED INTL;TOKYO-NARITA;837;31;69;8;4;9:00 AM;11:30:00;150;2;;;3;;;;2;1;2;1;1;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;;;;;;3;3;3;3;3;3;0;;;0;0;;;0;;;;;11;0;3;4;2;;;;;5;3;TOKYO;;;;JAPAN;16;2;2;2;0;3;2;2;4;1,4869248
2763;1663;638;30;4;6;A;2;3;1;2;CATHAY PACIFIC;HONG KONG;879;12;23;8;4;5:15 AM;13:05:00;470;2;;;3;;;;2;2;2;2;1;1;1;6;6;6;4;5;4;6;6;2;6;6;6;6;6;3;31;;;;;;5;0;0;0;5;4;0;;;5;0;;;0;;;;;11;0;5;5;2;;;;;5;3;AUSTIN;TRAVIS COUNTY;TX;78748;US;11;2;3;2;0;2;2;2;1;0,3191648
1442;5;72;5;7;72;F;2;2;1;2;UNITED;PORTLAND;1990;30;50;1;2;9:00 AM;14:40:00;340;2;;;3;;;;2;2;2;1;2;1;4;3;3;3;3;3;3;6;6;4;6;6;6;6;6;3;0;;;;;;3;6;6;3;3;3;0;;;5;0;;;1;4;0;;;11;0;3;3;2;;;;;5;3;GASTON;WASHINGTON COUNTY;OR;97119;US;10;2;6;1;4;2;1;2;1;1,4869248
1229;153;48;3;5;96;G;2;3;1;2;ANA ALL NIPPON;TOKYO-NARITA;7;9;69;8;4;9:50 AM;12:20:00;150;2;;;9;;;;1;1;2;2;1;1;4;3;2;2;2;4;3;6;6;6;3;6;4;6;3;3;0;;;;;;4;3;3;3;3;3;0;;;4;0;;;2;;;;;5;0;3;3;2;;;;;5;3;NARASHINO;;;;JAPAN;16;2;5;2;4;2;2;2;4;0,6704842
969;1351;542;18;6;99;G;3;3;1;2;LUFTHANSA;MUNICH;459;24;39;6;4;5:00 PM;20:55:00;235;2;;;2;;;;1;1;1;1;3;1;3;3;2;2;4;5;5;4;4;4;4;2;3;2;3;3;42;803;;;;;4;4;3;3;3;4;0;;;4;0;;;2;;;;;2;0;5;4;2;;;;;5;1;EL CERRITO;CONTRA COSTA COUNTY;CA;94530;US;2;2;3;1;4;2;1;2;1;0,3607733
1025;1339;541;18;6;98;G;3;3;1;2;AIR CANADA;VANCOUVER;571;3;71;4;2;5:30 PM;20:05:00;155;2;;;5;;;;2;1;1;2;3;1;2;4;4;3;3;2;3;3;3;2;3;6;3;6;2;3;152;18;151;11;;;4;4;2;3;4;4;0;;;4;0;;;2;;;;;5;0;3;3;2;;;;;5;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94130;US;5;2;3;2;3;3;2;1;1;0,3461202
1926;1832;196;19;7;3;A;2;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;83;5;47;6;4;1:15 PM;15:05:00;110;2;;;2;;;;2;2;2;2;3;1;4;3;3;3;4;4;4;4;4;3;4;6;6;6;6;4;6;;;;;;3;6;6;3;2;3;0;;;4;0;;;2;;;;;1;1;4;4;2;;;;;5;1;OAKLAND;ALAMEDA COUNTY;CA;94610;US;1;2;5;2;2;2;2;1;1;0,2863575
2093;2093;172;17;5;45;D;1;1;1;2;AMERICAN;PHILADELPHIA;841;8;48;2;3;9:30 AM;10:57:00;87;2;;;1;;;4;1;0;0;0;3;1;4;5;5;6;3;3;3;6;6;5;4;3;5;6;6;4;0;;;;;;4;6;6;5;3;4;0;;;5;4;;;1;2;4;;;3;3;3;3;2;;;;;5;1;MILL VALLEY;MARIN COUNTY;CA;94941;US;3;2;6;1;4;2;2;2;1;1,0611394
2812;659;618;24;5;44;C;3;2;1;2;DELTA;LOS ANGELES;2670;16;34;1;4;5:15 PM;19:10:00;115;2;;;1;;;3;1;1;1;2;3;1;4;3;2;2;3;2;3;2;2;2;3;3;6;0;4;2;21;105;151;;;;3;3;3;3;3;3;0;;;4;16;;;1;2;10;11;;3;3;3;2;2;;;;;5;1;NOVATO;MARIN COUNTY;CA;94949;US;3;2;5;2;0;2;2;1;1;1,1789461
334;2727;90R;9;4;28;B;2;1;1;2;SOUTHWEST;PHOENIX;1060;28;49;1;4;9:10 AM;12:30:00;200;2;;;9;;;;1;2;1;2;2;1;2;3;3;3;3;4;4;3;3;6;3;6;4;6;4;3;0;;;;;;4;4;4;4;4;4;0;;;4;3;;;1;4;14;;;6;3;4;4;2;;;;;5;3;SUGAR LAND;FORT BEND COUNTY;TX;77498;US;11;2;6;1;3;2;2;1;1;0,9942748
343;2585;61;4;6;54;D;1;1;1;2;ALASKA;SAN DIEGO;1952;7;57;1;2;6:00 AM;08:36:00;156;2;;;2;;;;1;1;2;2;1;1;3;4;3;3;4;4;4;3;3;3;3;6;6;6;6;4;0;;;;;;4;6;6;4;4;4;0;;;3;4;;;1;4;0;;;2;3;4;4;2;;;;;5;1;ANTIOCH;CONTRA COSTA COUNTY;CA;94509;US;2;2;3;2;1;2;0;1;1;1,1063322
196;2249;610;23;4;45;D;3;2;1;2;AMERICAN;LOS ANGELES;6026;8;34;1;4;5:30 PM;19:10:00;100;2;;;5;;;;1;2;2;1;1;2;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;102;;;;;;3;3;3;3;3;3;0;;;3;0;;;1;3;0;;;1;3;3;3;2;;;;;5;3;SYDNEY;;;;AUSTRALIA;19;2;3;2;0;2;2;2;1;1,0611394
337;2729;90R;9;4;28;B;2;1;1;2;SOUTHWEST;PHOENIX;1060;28;49;1;4;10:00 AM;12:30:00;150;2;;;5;;;;1;0;0;0;1;2;0;2;2;3;3;3;3;3;3;3;0;0;0;0;0;3;0;;;;;;3;0;0;3;3;3;0;;;4;0;;;1;4;0;;;5;3;3;3;2;;;;;5;3;EL PASO;EL PASO COUNTY;TX;79938;US;11;2;5;2;3;2;2;2;1;0,9942748
2682;1216;99;11;6;68;E;1;1;1;2;UNITED;CHICAGO-O'HARE;639;30;12;3;4;6:45 AM;08:30:00;105;2;;;1;;;1;2;2;1;2;3;1;4;3;3;3;3;3;3;6;6;6;3;3;3;6;3;3;0;;;;;;4;3;3;4;3;4;0;;;4;0;;;1;5;0;;;7;3;5;5;2;;;;;5;1;SAN JOSE;SANTA CLARA COUNTY;CA;95138;US;7;2;2;2;1;3;1;2;1;1,4869248
1799;2113;550;20;1;50;D;3;2;1;2;ALASKA;RALEIGH-DURHAM;1074;7;53;2;2;6:00 PM;22:25:00;265;2;;;2;;;;2;2;1;2;2;1;2;6;5;4;5;5;5;5;5;5;5;5;6;6;6;4;0;;;;;;4;6;6;5;4;4;0;;;3;0;;;1;4;0;;;1;3;4;4;2;;;;;5;3;;;;;;99;2;3;2;0;0;1;0;1;1,1063322
1951;1852;196;19;7;3;A;2;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;83;5;47;6;4;12:10 PM;15:05:00;175;2;;;6;;;;1;2;1;2;1;2;1;3;3;3;3;3;3;3;3;4;3;6;4;6;3;3;0;;;;;;5;5;5;5;4;5;0;;;5;4;;;2;;;;;5;3;4;4;2;;;;;5;3;SAINT DENIS;;;;FRANCE;15;2;3;1;1;2;2;2;1;0,2863575
1673;1875;198;19;7;9;A;2;3;1;2;EMIRATES;DUBAI;226;17;17;7;4;2:00 PM;16:45:00;165;2;;;2;;;;1;1;2;2;1;1;3;3;3;3;3;3;3;3;3;6;3;6;6;6;6;3;58;35;;;;;3;3;3;3;3;3;0;;;4;0;;;2;;;;;19;3;5;3;2;;;;;5;3;CYPRESS;ORANGE COUNTY;CA;90630;US;10;2;3;1;4;2;2;1;1;0,6704842
1813;1694;553;21;2;97;G;3;3;1;2;UNITED INTL;LONDON HEATHROW;930;31;32;6;4;5:00 PM;19:35:00;155;2;;;2;;;;1;0;1;1;3;1;2;2;2;2;4;4;3;6;6;5;2;2;6;6;6;3;0;;;;;;4;6;6;4;3;3;0;;;5;0;;;2;;;;;17;3;4;4;2;;;;;5;2;GUSTINE;MERCED COUNTY;CA;95322;US;10;2;5;2;2;2;1;2;1;1,4869248
1929;1835;196;19;7;3;A;2;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;83;5;47;6;4;12:00 PM;15:05:00;185;2;;;8;;;;1;1;2;1;1;2;1;6;6;3;3;3;3;4;4;5;6;6;6;6;6;3;77;;;;;;3;3;3;3;3;3;0;;;4;0;;;2;;;;;11;3;4;2;2;;;;;5;3;;;;;;99;2;4;1;4;2;2;2;1;0,2863575
1736;1971;556;21;2;101;G;3;3;1;2;AIR CANADA;TORONTO;754;3;70;4;4;7:00 PM;22:30:00;210;2;;;5;;;;1;2;1;1;1;2;1;3;1;2;4;4;4;3;3;4;4;6;6;6;6;3;102;151;31;;;;5;6;6;4;4;4;0;;;3;0;;;2;;;;;5;3;3;3;2;;;;;5;3;TORONTO;;;;CANADA;13;2;3;2;2;1;2;2;1;0,3461202
2282;849;527;16;4;94;G;3;3;1;2;WOW;REYKJAVIK;162;33;54;6;1;4:20 PM;18:55:00;155;2;;;2;;;;2;2;2;2;2;1;2;6;6;6;3;3;3;6;6;2;4;6;6;6;6;4;201;202;;;;;4;6;6;6;4;4;0;;;4;0;;;2;;;;;7;3;3;2;2;;;;;5;1;;;;;US;90;2;2;2;3;2;2;1;1;0,6088813
2788;1733;205;20;1;7;A;3;3;1;2;WOW;REYKJAVIK;162;33;54;6;1;4:00 PM;18:55:00;175;2;;;5;;;;1;1;2;1;1;2;1;4;2;3;3;4;2;6;6;2;6;6;6;6;6;3;0;;;;;;4;6;6;2;3;4;0;;;4;0;;;2;;;;;5;3;3;2;2;;;;;5;3;;;;;ICELAND;15;2;5;2;4;1;2;2;1;0,6088813
2941;2177;185;18;6;97;G;3;3;1;2;TURKISH AIRLINES;ISTANBUL;80;29;27;7;4;3:00 PM;18:15:00;195;2;;;2;;;;1;2;2;2;2;1;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;;;;;;4;4;4;4;4;4;0;;;4;0;;;2;;;;;7;3;5;3;2;;;;;5;1;PALO ALTO;SANTA CLARA COUNTY;CA;94306;US;7;2;6;2;4;2;1;2;3;0,6704842
1653;1891;199;19;7;7;A;3;3;1;2;VIRGIN ATLANTIC;LONDON HEATHROW;20;32;32;6;4;1:35 PM;17:50:00;255;2;;;9;;;;1;1;2;1;1;2;1;3;1;1;4;5;4;4;6;4;3;4;5;6;3;2;102;57;151;;;;5;5;5;5;5;5;0;;;4;0;;;2;;;;;5;3;4;4;2;;;;;5;3;LONDON;;;;UNITED KINGDOM;15;2;3;2;0;0;2;2;1;0,6704842
2186;788;537;16;4;8;A;3;3;1;2;QANTAS;SYDNEY;74;26;67;9;4;7:00 PM;22:45:00;225;2;;;2;;;;1;1;1;2;1;2;1;3;3;3;3;3;3;3;3;3;4;6;6;6;6;3;151;;;;;;4;6;6;4;4;4;0;;;5;2;;;3;;;;;0;3;5;5;2;;;;;5;3;AUCKLAND;;;;NEW ZEALAND;19;2;4;2;2;1;2;2;1;0,6704842
1719;1998;206;20;1;6;A;3;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;85;5;47;6;4;12:00 PM;20:30:00;510;2;;;1;;;0;1;2;2;2;1;2;1;3;6;2;2;3;3;3;3;3;3;3;3;3;3;3;0;;;;;;4;4;4;6;2;3;0;;;4;0;;;3;;;;;5;3;2;4;2;;;;;5;3;BERLIN;;;;GERMANY;15;0;4;1;3;2;2;2;1;0,2863575
1440;4;72;5;7;72;F;2;2;1;2;UNITED;PORTLAND;1990;30;50;1;2;11:00 AM;14:40:00;220;2;;;3;;;;2;2;1;1;1;2;1;3;2;3;4;3;4;4;4;3;6;3;6;6;6;3;102;;;;;;5;6;6;3;3;4;1;15;;5;4;;;4;;;;;11;3;4;6;2;;;;;5;3;KENNEWICK;BENTON COUNTY;WA;99337;US;10;2;3;1;2;2;2;2;1;1,4869248
1343;92;80;8;3;96;G;2;3;1;2;UNITED INTL;KANSAI;35;31;29;8;4;9:00 AM;11:05:00;125;2;;;3;;;;2;1;1;1;2;1;1;6;3;3;3;3;3;3;3;4;6;6;6;6;6;3;0;;;;;;4;6;6;3;3;3;0;;;2;0;;;4;;;;;11;3;3;6;2;;;;;5;3;OSAKA;;;;JAPAN;16;2;3;1;2;2;2;2;4;1,4869248
874;1573;513;15;3;57;D;3;2;1;2;AMERICAN;DALLAS-FT. WORTH;2352;8;13;3;4;3:45 PM;17:25:00;100;2;;;5;;;;1;1;0;0;1;2;1;3;6;4;4;4;4;4;4;4;5;5;6;6;6;4;0;;;;;;5;6;6;6;4;5;0;;;5;3;;;1;4;1;;;5;4;5;5;2;;;;;5;3;NORTH RICHLAND HILLS;TARRANT COUNTY;TX;76182;US;11;2;5;2;4;2;2;2;1;1,0611394
3144;2259;607;22;3;66;E;3;2;1;2;UNITED;SAN DIEGO;1076;30;57;1;2;8:45 PM;22:00:00;75;2;;;3;;;;0;1;1;0;1;1;4;5;5;5;4;4;4;6;6;6;6;6;6;6;6;3;0;;;;;;5;6;6;4;4;4;0;;;4;1;;;2;;;;;11;4;4;6;2;;;;;5;3;SAN DIEGO;SAN DIEGO COUNTY;CA;92124;US;10;2;5;2;2;2;0;1;1;1,4869248
1313;111;52;3;5;2;A;2;2;1;2;JETBLUE;NEW YORK-JFK;616;22;42;2;4;2:00 PM;15:36:00;96;2;;;2;;;;2;2;2;1;3;1;2;3;3;0;0;4;5;5;4;5;5;4;6;6;3;4;0;;;;;;4;4;4;4;4;4;0;;;4;8;;;2;;;;;7;4;5;5;2;;;;;5;1;SANTA CLARA;SANTA CLARA COUNTY;CA;95050;US;7;2;3;1;3;2;1;1;1;0,6704842
2530;1116;122;12;7;2;A;2;2;1;2;JETBLUE;BOSTON;134;22;8;2;3;N;16:15:00;N;2;;;5;6;;;2;1;1;1;1;1;4;3;3;3;3;3;3;3;3;3;2;0;0;0;0;3;0;;;;;;3;0;0;0;3;2;0;;;3;10;;;2;;;;;5;4;3;2;2;;;;;5;3;BOSTON;SUFFOLK COUNTY;MA;2127;US;12;2;4;2;4;3;2;2;1;0,6704842
2699;439;14;1;3;26;B;3;2;1;2;SOUTHWEST;DENVER;5789;28;14;1;4;6:30 PM;21:20:00;170;2;;;9;;;;1;2;2;1;1;1;4;3;4;6;3;4;3;3;3;4;3;6;4;6;4;4;0;;;;;;3;3;3;6;3;3;0;;;3;11;;;2;;;;;15;4;2;3;2;;;;;5;3;LITTLETON;JEFFERSON COUNTY;CO;80127;US;10;2;5;1;3;2;2;2;1;0,9942748
545;2491;178;17;5;3;A;2;3;1;2;EMIRATES;DUBAI;226;17;17;7;4;2:00 PM;16:45:00;165;2;;;2;;;;1;2;2;2;1;2;1;6;6;6;6;5;5;5;5;6;6;6;6;6;6;4;0;;;;;;5;0;0;0;3;3;0;;;5;0;;;2;;;;;1;4;5;4;2;;;;;5;1;FREMONT;ALAMEDA COUNTY;CA;94539;US;1;1;4;2;4;2;2;2;1;0,6704842
1785;2768;66;5;7;88;F;1;1;1;2;UNITED;RALEIGH-DURHAM;1445;30;53;2;2;7:20 AM;09:30:00;130;2;;;8;;;;1;1;0;0;3;1;4;3;3;3;3;4;4;6;6;4;4;6;4;6;6;3;0;;;;;;3;3;3;3;2;3;0;;;3;0;;;2;;;;;5;4;4;1;2;;;;;5;3;WILLOW SPRING;WAKE COUNTY;NC;27592;US;12;2;7;2;0;2;2;1;1;1,4869248
2896;1267;95;10;5;46;C;1;1;1;2;DELTA;SALT LAKE CITY;3576;16;55;1;2;7:30 AM;10:05:00;155;2;;;2;;;;1;2;1;2;3;1;4;5;3;3;3;3;3;6;6;6;4;4;6;4;6;3;0;;;;;;3;6;6;3;2;3;0;;;4;0;;;3;;;;;1;4;5;0;2;;;;;5;1;FREMONT;ALAMEDA COUNTY;CA;94537;US;1;2;5;2;4;2;1;1;1;1,1789461
2323;810;537;16;4;8;A;3;3;1;2;QANTAS;SYDNEY;74;26;67;9;4;7:00 PM;22:45:00;225;2;;;3;;;;2;2;2;1;1;2;0;4;3;3;3;3;3;3;3;3;6;6;6;6;6;BLANK;0;;;;;;5;6;6;3;6;4;0;;;3;0;;;3;;;;;11;4;4;4;2;;;;;5;3;QUEBEC;;;;CANADA;13;2;2;2;1;2;2;2;1;0,6704842
826;1584;133;13;1;50;D;2;1;1;2;ALASKA;NASHVILLE;1100;7;40;3;2;9:30 AM;11:36:00;126;2;;;3;;;;2;1;2;1;1;2;1;4;4;4;3;5;4;4;3;3;6;6;6;6;6;4;14;;;;;;4;6;4;4;3;4;0;;;5;3;;;4;;;;;11;4;5;6;2;;;;;5;3;FAIRVIEW;WILLIAMSON COUNTY;TN;37062;US;11;2;1;1;1;2;2;2;1;1,1063322
694;2463;175;17;5;9;A;2;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;83;5;47;6;4;12:00 PM;15:05:00;185;2;;;8;;;;1;2;2;2;1;2;1;4;6;3;5;5;5;0;0;2;4;6;6;4;6;BLANK;0;;;;;;3;3;3;3;3;3;0;;;4;0;;;0;;;;;6;5;4;4;2;;;;;5;3;;;;;FRANCE;15;2;6;1;0;2;2;2;1;0,2863575
660;2509;181;18;6;93;G;2;3;1;2;UNITED INTL;MUNICH;194;31;39;6;4;9:30 AM;13:55:00;265;2;;;8;;;;1;1;1;1;2;1;1;3;3;3;4;3;4;3;3;5;0;0;0;0;0;BLANK;57;;;;;;4;0;0;4;4;4;0;;;4;0;;;0;;;;;5;5;4;3;2;;;;;5;3;OREBRO;;;;SWEDEN;15;2;5;2;3;3;2;2;1;1,4869248
822;1582;133;13;1;50;D;2;1;1;2;ALASKA;NASHVILLE;1100;7;40;3;2;9:00 AM;11:36:00;156;2;;;5;;;;1;0;1;0;3;1;4;4;3;3;2;3;3;3;3;3;2;3;4;6;6;3;0;;;;;;4;4;6;4;4;4;0;;;5;0;;;1;5;0;;;1;5;3;3;2;;;;;5;1;OAKLAND;ALAMEDA COUNTY;CA;94610;US;1;0;7;1;4;2;1;1;1;1,1063322
1234;1409;525;15;3;28;B;3;2;1;2;SOUTHWEST;LAS VEGAS;1201;28;31;1;4;N;21:45:00;N;2;;;2;;;;1;0;0;1;1;2;1;6;6;4;4;4;6;6;6;5;6;6;6;6;6;4;0;;;;;;4;6;6;6;4;4;0;;;4;0;;;1;0;0;;;5;5;5;5;2;;;;;5;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94103;US;5;2;6;1;1;2;2;0;4;0,9942748
982;1358;542;18;6;99;G;3;3;1;2;LUFTHANSA;MUNICH;459;24;39;6;4;3:15 PM;20:55:00;340;2;;;9;;;;1;1;1;2;1;1;4;6;2;2;4;4;4;6;6;3;2;6;4;6;3;3;0;;;;;;3;3;3;3;2;3;0;;;5;1;;;2;;;;;8;5;3;3;2;;;;;5;3;MUNICH;;;;GERMANY;15;2;6;1;4;3;2;2;1;0,3607733
